task_category,industry_sector,implementation_cost_low,implementation_cost_high,roi_timeline_months,technology_maturity,wef_adoption_score,regulatory_friction,min_org_size,annual_labor_cost_threshold,source,source_url,as_of_year,adoption_current_pct,adoption_expected_pct,payback_months,region,country,evidence_note,source_page
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Hungary 7.1 Upskilling and reskilling outlook 40 29 21 10 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-m...,147
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) India 672.8 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 63% Secondary Education Attainment (2023) 34% Vulnerable employment (2022) 74% Tertiary Education...,148
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) India 672.8 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 63% Secondary Education Attainment (2023) 34% Vulnerable employment (2022) 74% Tertiary Education...,148
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) India 672.8 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 63% Secondary Education Attainment (2023) 34% Vulnerable employment (2022) 74% Tertiary Education...,148
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) India 672.8 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 63% Secondary Education Attainment (2023) 34% Vulnerable employment (2022) 74% Tertiary Education...,148
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) India 672.8 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 63% Secondary Education Attainment (2023) 34% Vulnerable employment (2022) 74% Tertiary Education...,148
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) India 672.8 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 63% Secondary Education Attainment (2023) 34% Vulnerable employment (2022) 74% Tertiary Education...,148
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) India 672.8 Upskilling and reskilling outlook 37 29 22 12 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-m...,149
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) India 672.8 Upskilling and reskilling outlook 37 29 22 12 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-m...,149
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) India 672.8 Upskilling and reskilling outlook 37 29 22 12 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-m...,149
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) India 672.8 Upskilling and reskilling outlook 37 29 22 12 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-m...,149
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) India 672.8 Upskilling and reskilling outlook 37 29 22 12 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-m...,149
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) India 672.8 Upskilling and reskilling outlook 37 29 22 12 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-m...,149
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Indonesia 167.6 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 74% Secondary Education Attainment (2023) 39% Vulnerable employment (2022) 50% Tertiary Educa...,150
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Indonesia 167.6 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 74% Secondary Education Attainment (2023) 39% Vulnerable employment (2022) 50% Tertiary Educa...,150
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Indonesia 167.6 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 74% Secondary Education Attainment (2023) 39% Vulnerable employment (2022) 50% Tertiary Educa...,150
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Indonesia 167.6 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 74% Secondary Education Attainment (2023) 39% Vulnerable employment (2022) 50% Tertiary Educa...,150
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Indonesia 167.6 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 74% Secondary Education Attainment (2023) 39% Vulnerable employment (2022) 50% Tertiary Educa...,150
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Indonesia 167.6 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 74% Secondary Education Attainment (2023) 39% Vulnerable employment (2022) 50% Tertiary Educa...,150
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Indonesia 167.6 Upskilling and reskilling outlook 36 30 22 13 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Hum...,151
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Indonesia 167.6 Upskilling and reskilling outlook 36 30 22 13 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Hum...,151
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Indonesia 167.6 Upskilling and reskilling outlook 36 30 22 13 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Hum...,151
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Indonesia 167.6 Upskilling and reskilling outlook 36 30 22 13 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Hum...,151
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Indonesia 167.6 Upskilling and reskilling outlook 36 30 22 13 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Hum...,151
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Indonesia 167.6 Upskilling and reskilling outlook 36 30 22 13 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Hum...,151
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Ireland 3.6 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 68% Secondary Education Attainment (2022) 80% Vulnerable employment (2022) 10% Tertiary Education...,152
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Ireland 3.6 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 68% Secondary Education Attainment (2022) 80% Vulnerable employment (2022) 10% Tertiary Education...,152
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Ireland 3.6 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 68% Secondary Education Attainment (2022) 80% Vulnerable employment (2022) 10% Tertiary Education...,152
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Ireland 3.6 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 68% Secondary Education Attainment (2022) 80% Vulnerable employment (2022) 10% Tertiary Education...,152
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Ireland 3.6 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 68% Secondary Education Attainment (2022) 80% Vulnerable employment (2022) 10% Tertiary Education...,152
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Ireland 3.6 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 68% Secondary Education Attainment (2022) 80% Vulnerable employment (2022) 10% Tertiary Education...,152
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Ireland 3.6 Upskilling and reskilling outlook 33 31 25 10 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-m...,153
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Ireland 3.6 Upskilling and reskilling outlook 33 31 25 10 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-m...,153
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Ireland 3.6 Upskilling and reskilling outlook 33 31 25 10 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-m...,153
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Ireland 3.6 Upskilling and reskilling outlook 33 31 25 10 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-m...,153
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Ireland 3.6 Upskilling and reskilling outlook 33 31 25 10 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-m...,153
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Ireland 3.6 Upskilling and reskilling outlook 33 31 25 10 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-m...,153
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Israel 5.5 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 69% Secondary Education Attainment (2022) 85% Vulnerable employment (2022) 8% Tertiary Education A...,154
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Israel 5.5 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 69% Secondary Education Attainment (2022) 85% Vulnerable employment (2022) 8% Tertiary Education A...,154
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Israel 5.5 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 69% Secondary Education Attainment (2022) 85% Vulnerable employment (2022) 8% Tertiary Education A...,154
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Israel 5.5 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 69% Secondary Education Attainment (2022) 85% Vulnerable employment (2022) 8% Tertiary Education A...,154
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Israel 5.5 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 69% Secondary Education Attainment (2022) 85% Vulnerable employment (2022) 8% Tertiary Education A...,154
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Israel 5.5 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 69% Secondary Education Attainment (2022) 85% Vulnerable employment (2022) 8% Tertiary Education A...,154
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Israel 5.5 Upskilling and reskilling outlook 44 26 17 12 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-ma...,155
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Israel 5.5 Upskilling and reskilling outlook 44 26 17 12 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-ma...,155
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Israel 5.5 Upskilling and reskilling outlook 44 26 17 12 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-ma...,155
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Israel 5.5 Upskilling and reskilling outlook 44 26 17 12 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-ma...,155
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Israel 5.5 Upskilling and reskilling outlook 44 26 17 12 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-ma...,155
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Israel 5.5 Upskilling and reskilling outlook 44 26 17 12 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-ma...,155
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Italy 45.4 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 53% Secondary Education Attainment (2022) 53% Vulnerable employment (2022) 15% Tertiary Education ...,156
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Italy 45.4 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 53% Secondary Education Attainment (2022) 53% Vulnerable employment (2022) 15% Tertiary Education ...,156
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Italy 45.4 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 53% Secondary Education Attainment (2022) 53% Vulnerable employment (2022) 15% Tertiary Education ...,156
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Italy 45.4 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 53% Secondary Education Attainment (2022) 53% Vulnerable employment (2022) 15% Tertiary Education ...,156
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Italy 45.4 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 53% Secondary Education Attainment (2022) 53% Vulnerable employment (2022) 15% Tertiary Education ...,156
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Italy 45.4 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 53% Secondary Education Attainment (2022) 53% Vulnerable employment (2022) 15% Tertiary Education ...,156
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Italy 45.4 Upskilling and reskilling outlook 39 27 22 11 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-ma...,157
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Italy 45.4 Upskilling and reskilling outlook 39 27 22 11 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-ma...,157
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Italy 45.4 Upskilling and reskilling outlook 39 27 22 11 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-ma...,157
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Italy 45.4 Upskilling and reskilling outlook 39 27 22 11 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-ma...,157
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Italy 45.4 Upskilling and reskilling outlook 39 27 22 11 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-ma...,157
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Italy 45.4 Upskilling and reskilling outlook 39 27 22 11 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-ma...,157
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Japan 98.4 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 64% Secondary Education Attainment (2020) 85% Vulnerable employment (2022) 8% Tertiary Education A...,158
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Japan 98.4 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 64% Secondary Education Attainment (2020) 85% Vulnerable employment (2022) 8% Tertiary Education A...,158
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Japan 98.4 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 64% Secondary Education Attainment (2020) 85% Vulnerable employment (2022) 8% Tertiary Education A...,158
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Japan 98.4 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 64% Secondary Education Attainment (2020) 85% Vulnerable employment (2022) 8% Tertiary Education A...,158
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Japan 98.4 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 64% Secondary Education Attainment (2020) 85% Vulnerable employment (2022) 8% Tertiary Education A...,158
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 1 / 2 Working Age Population (Millions) Japan 98.4 Contextual indicators Regional average Income Group average INDICATORS min max INDICATORS min max Labour force participation (2023) 64% Secondary Education Attainment (2020) 85% Vulnerable employment (2022) 8% Tertiary Education A...,158
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Japan 98.4 Upskilling and reskilling outlook 39 27 21 13 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-ma...,159
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Japan 98.4 Upskilling and reskilling outlook 39 27 21 13 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-ma...,159
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Japan 98.4 Upskilling and reskilling outlook 39 27 21 13 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-ma...,159
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Economy Profile 2 / 2 Working Age Population (Millions) Japan 98.4 Upskilling and reskilling outlook 39 27 21 13 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-ma...,159
